ex_date,distribution_per_share_usd,payable_date,record_date,type,source,source_url,retrieved_at_utc
2026-09-18,0.4084,2026-09-22,2026-09-18,Income,Vanguard,https://advisors.vanguard.com/investments/products/vt/vanguard-total-world-stock-etf,2026-09-26T19:31:22.203276+00:00
